First_pokemon,Name_first,Type 1_first,Type 2_first,Generation_first,Legendary_first,Second_pokemon,Name_second,Type 1_second,Type 2_second,Generation_second,Legendary_second,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Winner
624,Yamask,Ghost,,5,FALSE,98,Shellder,Water,,1,FALSE,1,2,2,1,1,2,2
227,Granbull,Fairy,,2,FALSE,98,Shellder,Water,,1,FALSE,1,1,2,1,1,1,1
227,Granbull,Fairy,,2,FALSE,98,Shellder,Water,,1,FALSE,1,1,2,1,1,1,1
276,Mega Sceptile,Grass,Dragon,3,FALSE,98,Shellder,Water,,1,FALSE,1,1,2,1,1,1,1
138,Mega Pinsir,Bug,Flying,1,FALSE,98,Shellder,Water,,1,FALSE,1,1,1,1,1,1,1
587,Woobat,Psychic,Flying,5,FALSE,98,Shellder,Water,,1,FALSE,1,2,2,1,1,1,1
82,Graveler,Rock,Ground,1,FALSE,98,Shellder,Water,,1,FALSE,1,1,1,2,1,2,2
449,Shinx,Electric,,4,FALSE,98,Shellder,Water,,1,FALSE,1,2,2,2,1,1,1
529,Probopass,Rock,Steel,4,FALSE,98,Shellder,Water,,1,FALSE,1,2,1,1,1,2,2
645,Vanillish,Ice,,5,FALSE,98,Shellder,Water,,1,FALSE,1,2,2,1,1,1,1
218,Wobbuffet,Psychic,,2,FALSE,98,Shellder,Water,,1,FALSE,1,2,2,2,1,2,2
418,Latias,Dragon,Psychic,3,TRUE,98,Shellder,Water,,1,FALSE,1,1,2,1,1,1,1
573,Pansear,Fire,,5,FALSE,98,Shellder,Water,,1,FALSE,1,2,2,1,1,1,1
477,Mega Lopunny,Normal,Fighting,4,FALSE,98,Shellder,Water,,1,FALSE,1,1,2,1,1,1,1
109,Voltorb,Electric,,1,FALSE,98,Shellder,Water,,1,FALSE,1,2,2,1,1,1,1
177,Furret,Normal,,2,FALSE,98,Shellder,Water,,1,FALSE,1,1,2,2,1,1,1
332,Lairon,Steel,Rock,3,FALSE,98,Shellder,Water,,1,FALSE,1,1,1,1,1,2,2
608,Whimsicott,Grass,Fairy,5,FALSE,98,Shellder,Water,,1,FALSE,1,1,2,1,1,1,1
67,Poliwhirl,Water,,1,FALSE,98,Shellder,Water,,1,FALSE,1,2,2,1,1,1,1
259,Elekid,Electric,,2,FALSE,98,Shellder,Water,,1,FALSE,1,2,2,1,1,1,1
373,Whiscash,Water,Ground,3,FALSE,747,Meowstic Male,Psychic,,6,FALSE,1,1,2,2,2,2,2
609,Petilil,Grass,,5,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,2,2,2,2,2,2
460,Wormadam Sandy Cloak,Bug,Ground,4,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,1,2,1,2,2
694,Durant,Bug,Steel,5,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,1,2,2,1,1
621,Scraggy,Dark,Fighting,5,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,2,2,2,2,1
424,Groudon,Ground,,3,TRUE,747,Meowstic Male,Psychic,,6,FALSE,1,1,1,1,1,2,2
360,Trapinch,Ground,,3,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,2,2,2,2,1
723,Braixen,Fire,,6,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,2,1,2,2,2
309,Masquerain,Bug,Flying,3,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,2,2,1,2,2
716,Meloetta Aria Forme,Normal,Psychic,5,FALSE,747,Meowstic Male,Psychic,,6,FALSE,1,1,1,1,1,2,2
221,Forretress,Bug,Steel,2,FALSE,747,Meowstic Male,Psychic,,6,FALSE,1,1,1,2,2,2,1
493,Gabite,Dragon,Ground,4,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,2,2,2,2,2
378,Lileep,Rock,Grass,3,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,2,1,2,1,2,2
539,Mesprit,Psychic,,4,TRUE,747,Meowstic Male,Psychic,,6,FALSE,1,1,1,1,1,2,2
232,Heracross,Bug,Fighting,2,FALSE,747,Meowstic Male,Psychic,,6,FALSE,1,1,2,2,1,2,2
623,Sigilyph,Psychic,Flying,5,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,1,1,2,2,2
14,Caterpie,Bug,,1,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,2,2,2,2,2,2
524,Gliscor,Ground,Flying,4,FALSE,747,Meowstic Male,Psychic,,6,FALSE,1,1,1,2,2,2,2
689,Rufflet,Normal,Flying,5,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,2,2,2,2,2
257,Hitmontop,Fighting,,2,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,1,2,1,2,2
568,Stoutland,Normal,,5,FALSE,747,Meowstic Male,Psychic,,6,FALSE,1,1,1,2,1,2,2
321,Makuhita,Fighting,,3,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,2,2,2,2,2
17,Weedle,Bug,Poison,1,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,2,2,2,2,2,2
631,Garbodor,Poison,,5,FALSE,747,Meowstic Male,Psychic,,6,FALSE,1,1,1,2,1,2,2
735,Vivillon,Bug,Flying,6,FALSE,747,Meowstic Male,Psychic,,6,FALSE,1,1,2,1,2,2,2
391,Tropius,Grass,Flying,3,FALSE,747,Meowstic Male,Psychic,,6,FALSE,1,1,1,2,1,2,2
122,Chansey,Normal,,1,FALSE,747,Meowstic Male,Psychic,,6,FALSE,1,2,2,2,1,2,2
700,Cobalion,Steel,Fighting,5,TRUE,747,Meowstic Male,Psychic,,6,FALSE,1,1,1,1,2,1,1
627,Carracosta,Water,Rock,5,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,1,2,2,2,1
11,Wartortle,Water,,1,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,1,2,2,2,2
393,Absol,Dark,,3,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,2,2,2,2,1
647,Deerling,Normal,Grass,5,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,2,2,2,2,2
297,Seedot,Grass,,3,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,2,2,2,2,2,2
131,Starmie,Water,Psychic,1,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,1,1,1,1,1
766,Heliolisk,Electric,Normal,6,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,2,1,1,1,1
771,Sylveon,Fairy,,6,FALSE,747,Meowstic Male,Psychic,,6,FALSE,1,1,2,1,1,2,2
390,Dusclops,Ghost,,3,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,1,2,1,2,2
675,Cubchoo,Ice,,5,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,2,2,2,2,2
40,Nidoking,Poison,Ground,1,FALSE,747,Meowstic Male,Psychic,,6,FALSE,1,1,1,1,2,2,2
520,Togekiss,Fairy,Flying,4,FALSE,747,Meowstic Male,Psychic,,6,FALSE,1,1,1,1,1,2,2
414,Mega Metagross,Steel,Psychic,3,FALSE,747,Meowstic Male,Psychic,,6,FALSE,1,1,1,1,1,1,1
273,Treecko,Grass,,3,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,2,2,2,2,2,2
372,Barboach,Water,Ground,3,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,2,2,2,2,2,2
362,Flygon,Ground,Dragon,3,FALSE,747,Meowstic Male,Psychic,,6,FALSE,1,1,1,2,2,2,2
243,Octillery,Water,,2,FALSE,747,Meowstic Male,Psychic,,6,FALSE,1,1,2,1,2,2,2
532,Rotom,Electric,Ghost,4,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,1,1,2,2,2
289,Wurmple,Bug,,3,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,2,2,2,2,2,2
642,Ducklett,Water,Flying,5,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,2,2,2,2,2,2
64,Growlithe,Fire,,1,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,2,2,2,2,2
124,Kangaskhan,Normal,,1,FALSE,747,Meowstic Male,Psychic,,6,FALSE,1,1,1,2,2,2,2
8,Mega Charizard X,Fire,Dragon,1,FALSE,747,Meowstic Male,Psychic,,6,FALSE,1,1,1,1,1,2,2
279,Blaziken,Fire,Fighting,3,FALSE,747,Meowstic Male,Psychic,,6,FALSE,1,1,2,1,2,2,2
466,Buizel,Water,,4,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,2,2,2,2,2
114,Marowak,Ground,,1,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,1,2,2,2,2
706,Thundurus Therian Forme,Electric,Flying,5,TRUE,747,Meowstic Male,Psychic,,6,FALSE,1,1,2,1,2,2,2
404,Gorebyss,Water,,3,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,1,1,2,2,2
223,Gligar,Ground,Flying,2,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,1,2,2,2,2
357,Spoink,Psychic,,3,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,2,2,2,2,2,2
377,Claydol,Ground,Psychic,3,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,1,2,1,2,2
796,Diancie,Rock,Fairy,6,TRUE,747,Meowstic Male,Psychic,,6,FALSE,2,1,1,1,1,2,2
446,Bibarel,Normal,Water,4,FALSE,747,Meowstic Male,Psychic,,6,FALSE,1,1,2,2,2,2,2
57,Dugtrio,Ground,,1,FALSE,747,Meowstic Male,Psychic,,6,FALSE,2,1,2,2,2,1,1
205,Jumpluff,Grass,Flying,2,FALSE,747,Meowstic Male,Psychic,,6,FALSE,1,1,2,2,1,1,1
373,Whiscash,Water,Ground,3,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,1,2,2
621,Scraggy,Dark,Fighting,5,FALSE,694,Durant,Bug,Steel,5,FALSE,2,2,2,2,1,2,2
564,Patrat,Normal,,5,FALSE,694,Durant,Bug,Steel,5,FALSE,2,2,2,2,2,2,2
303,Pelipper,Water,Flying,3,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,1,2,2
716,Meloetta Aria Forme,Normal,Psychic,5,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,1,2,2
607,Cottonee,Grass,Fairy,5,FALSE,694,Durant,Bug,Steel,5,FALSE,2,2,2,2,1,2,2
354,Camerupt,Fire,Ground,3,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,1,2,1
403,Huntail,Water,,3,FALSE,694,Durant,Bug,Steel,5,FALSE,2,2,2,1,1,2,2
380,Anorith,Rock,Bug,3,FALSE,694,Durant,Bug,Steel,5,FALSE,2,2,2,2,1,2,2
89,Magnemite,Electric,Steel,1,FALSE,694,Durant,Bug,Steel,5,FALSE,2,2,2,1,1,2,2
638,Gothitelle,Psychic,,5,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,1,2,2
42,Clefable,Fairy,,1,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,1,2,2
97,Muk,Poison,,1,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,1,2,2
154,Aerodactyl,Rock,Flying,1,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,1,1,1
268,Tyranitar,Rock,Dark,2,FALSE,694,Durant,Bug,Steel,5,FALSE,1,1,2,1,1,2,2
385,Kecleon,Normal,,3,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,1,2,2
83,Golem,Rock,Ground,1,FALSE,694,Durant,Bug,Steel,5,FALSE,1,1,1,1,1,2,1
585,Boldore,Rock,,5,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,2,2,2
4,Mega Venusaur,Grass,Poison,1,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,1,1,1,2,2
305,Kirlia,Psychic,Fairy,3,FALSE,694,Durant,Bug,Steel,5,FALSE,2,2,2,1,1,2,2
366,Altaria,Dragon,Flying,3,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,1,2,2
174,Croconaw,Water,,2,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,1,2,2
386,Shuppet,Ghost,,3,FALSE,694,Durant,Bug,Steel,5,FALSE,2,2,2,1,2,2,2
525,Mamoswine,Ice,Ground,4,FALSE,694,Durant,Bug,Steel,5,FALSE,1,1,2,1,1,2,2
207,Sunkern,Grass,,2,FALSE,694,Durant,Bug,Steel,5,FALSE,2,2,2,2,2,2,2
462,Mothim,Bug,Flying,4,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,1,2,2
52,Paras,Bug,Grass,1,FALSE,694,Durant,Bug,Steel,5,FALSE,2,2,2,2,1,2,2
212,Espeon,Psychic,,2,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,1,1,1
99,Cloyster,Water,Ice,1,FALSE,694,Durant,Bug,Steel,5,FALSE,2,2,1,1,2,2,2
397,Glalie,Ice,,3,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,1,2,2
450,Luxio,Electric,,4,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,1,2,2
774,Carbink,Rock,Fairy,6,FALSE,694,Durant,Bug,Steel,5,FALSE,2,2,1,1,1,2,2
214,Murkrow,Dark,Flying,2,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,2,2,2
500,Hippopotas,Ground,,4,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,2,2,2,2
713,Kyurem White Kyurem,Dragon,Ice,5,TRUE,694,Durant,Bug,Steel,5,FALSE,1,1,2,1,1,2,2
93,Dodrio,Normal,Flying,1,FALSE,694,Durant,Bug,Steel,5,FALSE,1,1,2,1,1,2,2
497,Riolu,Fighting,,4,FALSE,694,Durant,Bug,Steel,5,FALSE,2,2,2,2,2,2,2
581,Unfezant,Normal,Flying,5,FALSE,694,Durant,Bug,Steel,5,FALSE,1,1,2,1,1,2,2
179,Noctowl,Normal,Flying,2,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,1,2,2
273,Treecko,Grass,,3,FALSE,694,Durant,Bug,Steel,5,FALSE,2,2,2,1,1,2,2
684,Golett,Ground,Ghost,5,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,2,1,2,2
197,Mega Ampharos,Electric,Dragon,2,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,1,2,2
635,Cinccino,Normal,,5,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,1,1,1
590,Excadrill,Ground,Steel,5,FALSE,694,Durant,Bug,Steel,5,FALSE,1,1,2,1,1,2,2
449,Shinx,Electric,,4,FALSE,694,Durant,Bug,Steel,5,FALSE,2,2,2,2,2,2,2
449,Shinx,Electric,,4,FALSE,694,Durant,Bug,Steel,5,FALSE,2,2,2,2,2,2,2
85,Rapidash,Fire,,1,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,1,2,2
114,Marowak,Ground,,1,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,1,2,2
370,Lunatone,Rock,Psychic,3,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,1,2,2
88,Mega Slowbro,Water,Psychic,1,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,1,1,1,2,2
379,Cradily,Rock,Grass,3,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,1,2,2
26,Raticate,Normal,,1,FALSE,694,Durant,Bug,Steel,5,FALSE,2,2,2,1,1,2,2
553,Arceus,Normal,,4,TRUE,694,Durant,Bug,Steel,5,FALSE,1,1,1,1,1,1,1
608,Whimsicott,Grass,Fairy,5,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,1,1,1
201,Sudowoodo,Rock,,2,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,1,2,1,2,2
259,Elekid,Electric,,2,FALSE,694,Durant,Bug,Steel,5,FALSE,2,2,2,1,1,2,2
392,Chimecho,Psychic,,3,FALSE,694,Durant,Bug,Steel,5,FALSE,1,2,2,1,1,2,2
373,Whiscash,Water,Ground,3,FALSE,576,Simipour,Water,,5,FALSE,1,2,1,2,1,2,2
609,Petilil,Grass,,5,FALSE,576,Simipour,Water,,5,FALSE,2,2,2,2,2,2,2
435,Torterra,Grass,Ground,4,FALSE,576,Simipour,Water,,5,FALSE,1,1,1,2,1,2,2
424,Groudon,Ground,,3,TRUE,576,Simipour,Water,,5,FALSE,1,1,1,1,1,2,2
633,Zoroark,Dark,,5,FALSE,576,Simipour,Water,,5,FALSE,2,1,2,1,2,1,1
224,Steelix,Steel,Ground,2,FALSE,576,Simipour,Water,,5,FALSE,2,2,1,2,1,2,2
298,Nuzleaf,Grass,Dark,3,FALSE,576,Simipour,Water,,5,FALSE,2,2,2,2,2,2,2
356,Torkoal,Fire,,3,FALSE,576,Simipour,Water,,5,FALSE,2,2,1,2,1,2,2
153,Kabutops,Rock,Water,1,FALSE,576,Simipour,Water,,5,FALSE,2,1,1,2,1,2,2
97,Muk,Poison,,1,FALSE,576,Simipour,Water,,5,FALSE,1,1,1,2,1,2,2
473,Drifloon,Ghost,Flying,4,FALSE,576,Simipour,Water,,5,FALSE,1,2,2,2,2,2,2
513,Weavile,Dark,Ice,4,FALSE,576,Simipour,Water,,5,FALSE,2,1,1,2,1,1,1
137,Pinsir,Bug,,1,FALSE,576,Simipour,Water,,5,FALSE,2,1,1,2,1,2,2
586,Gigalith,Rock,,5,FALSE,576,Simipour,Water,,5,FALSE,1,1,1,2,1,2,2
623,Sigilyph,Psychic,Flying,5,FALSE,576,Simipour,Water,,5,FALSE,2,2,1,1,1,2,2
115,Hitmonlee,Fighting,,1,FALSE,576,Simipour,Water,,5,FALSE,2,1,2,2,1,2,2
762,Dragalge,Poison,Dragon,6,FALSE,576,Simipour,Water,,5,FALSE,2,2,1,2,1,2,2
107,Krabby,Water,,1,FALSE,576,Simipour,Water,,5,FALSE,2,1,1,2,2,2,2
173,Totodile,Water,,2,FALSE,576,Simipour,Water,,5,FALSE,2,2,1,2,2,2,2
196,Ampharos,Electric,,2,FALSE,576,Simipour,Water,,5,FALSE,1,2,1,1,1,2,2
38,Nidoran♂,Poison,,1,FALSE,576,Simipour,Water,,5,FALSE,2,2,2,2,2,2,2
601,Sewaddle,Bug,Grass,5,FALSE,576,Simipour,Water,,5,FALSE,2,2,1,2,2,2,2
738,Flabébé,Fairy,,6,FALSE,576,Simipour,Water,,5,FALSE,2,2,2,2,1,2,2
641,Reuniclus,Psychic,,5,FALSE,576,Simipour,Water,,5,FALSE,1,2,1,1,1,2,2
45,Jigglypuff,Normal,Fairy,1,FALSE,576,Simipour,Water,,5,FALSE,1,2,2,2,2,2,2
480,Glameow,Normal,,4,FALSE,576,Simipour,Water,,5,FALSE,2,2,2,2,2,2,2
331,Aron,Steel,Rock,3,FALSE,576,Simipour,Water,,5,FALSE,2,2,1,2,2,2,2
79,Tentacool,Water,Poison,1,FALSE,576,Simipour,Water,,5,FALSE,2,2,2,2,1,2,2
650,Karrablast,Bug,,5,FALSE,576,Simipour,Water,,5,FALSE,2,2,2,2,2,2,2
650,Karrablast,Bug,,5,FALSE,576,Simipour,Water,,5,FALSE,2,2,2,2,2,2,2
650,Karrablast,Bug,,5,FALSE,576,Simipour,Water,,5,FALSE,2,2,2,2,2,2,2
696,Zweilous,Dark,Dragon,5,FALSE,576,Simipour,Water,,5,FALSE,2,2,1,2,1,2,2
429,Deoxys Normal Forme,Psychic,,3,TRUE,576,Simipour,Water,,5,FALSE,2,1,2,1,2,1,1
646,Vanilluxe,Ice,,5,FALSE,576,Simipour,Water,,5,FALSE,2,2,1,1,1,2,2
766,Heliolisk,Electric,Normal,6,FALSE,576,Simipour,Water,,5,FALSE,2,2,2,1,1,1,1
487,Bonsly,Rock,,4,FALSE,576,Simipour,Water,,5,FALSE,2,2,1,2,2,2,2
487,Bonsly,Rock,,4,FALSE,576,Simipour,Water,,5,FALSE,2,2,1,2,2,2,2
771,Sylveon,Fairy,,6,FALSE,576,Simipour,Water,,5,FALSE,1,2,1,1,1,2,2
157,Articuno,Ice,Flying,1,TRUE,576,Simipour,Water,,5,FALSE,1,2,1,2,1,2,2
684,Golett,Ground,Ghost,5,FALSE,576,Simipour,Water,,5,FALSE,2,2,2,2,2,2,2
744,Pangoro,Fighting,Dark,6,FALSE,576,Simipour,Water,,5,FALSE,1,1,1,2,1,2,2
62,Mankey,Fighting,,1,FALSE,576,Simipour,Water,,5,FALSE,2,2,2,2,2,2,2
656,Alomomola,Water,,5,FALSE,576,Simipour,Water,,5,FALSE,1,2,1,2,2,2,2
726,Frogadier,Water,,6,FALSE,576,Simipour,Water,,5,FALSE,2,2,2,2,2,2,2
133,Scyther,Bug,Flying,1,FALSE,576,Simipour,Water,,5,FALSE,2,1,1,2,1,1,1
765,Helioptile,Electric,Normal,6,FALSE,576,Simipour,Water,,5,FALSE,2,2,2,2,2,2,2
263,Raikou,Electric,,2,TRUE,576,Simipour,Water,,5,FALSE,1,2,1,1,1,1,1
388,Mega Banette,Ghost,,3,FALSE,576,Simipour,Water,,5,FALSE,2,1,1,2,1,2,2
405,Relicanth,Water,Rock,3,FALSE,576,Simipour,Water,,5,FALSE,1,2,1,2,1,2,2
630,Trubbish,Poison,,5,FALSE,576,Simipour,Water,,5,FALSE,2,2,2,2,2,2,2
319,Loudred,Normal,,3,FALSE,576,Simipour,Water,,5,FALSE,1,2,2,2,2,2,2
628,Archen,Rock,Flying,5,FALSE,576,Simipour,Water,,5,FALSE,2,1,2,2,2,2,2
25,Rattata,Normal,,1,FALSE,576,Simipour,Water,,5,FALSE,2,2,2,2,2,2,2
25,Rattata,Normal,,1,FALSE,576,Simipour,Water,,5,FALSE,2,2,2,2,2,2,2
205,Jumpluff,Grass,Flying,2,FALSE,576,Simipour,Water,,5,FALSE,2,2,1,2,1,1,1
235,Teddiursa,Normal,,2,FALSE,576,Simipour,Water,,5,FALSE,2,2,2,2,2,2,2
140,Magikarp,Water,,1,FALSE,576,Simipour,Water,,5,FALSE,2,2,2,2,2,2,2
100,Gastly,Ghost,Poison,1,FALSE,576,Simipour,Water,,5,FALSE,2,2,2,1,2,2,2
757,Inkay,Dark,Psychic,6,FALSE,576,Simipour,Water,,5,FALSE,2,2,2,2,2,2,2
373,Whiscash,Water,Ground,3,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,1,2,1,1,1,2,2
694,Durant,Bug,Steel,5,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,1,1,2,2,1,1
734,Spewpa,Bug,,6,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,2,2,2,2,2
509,Mantyke,Water,Flying,4,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,2,2,1,2,2
451,Luxray,Electric,,4,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,1,1,1,1,2,2
381,Armaldo,Rock,Bug,3,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,1,1,1,1,2,1
354,Camerupt,Fire,Ground,3,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,2,1,1,2,2
538,Uxie,Psychic,,4,TRUE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,1,1,1,2,2
523,Glaceon,Ice,,4,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,1,1,1,2,2
291,Beautifly,Bug,Flying,3,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,2,1,2,2,2
291,Beautifly,Bug,Flying,3,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,2,1,2,2,2
96,Grimer,Poison,,1,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,2,2,2,2,2
512,Mega Abomasnow,Grass,Ice,4,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,1,1,1,1,1,2,1
70,Kadabra,Psychic,,1,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,2,1,2,1,1
308,Surskit,Bug,Water,3,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,2,2,2,2,2
17,Weedle,Bug,Poison,1,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,2,2,2,2,2
724,Delphox,Fire,Psychic,6,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,1,1,1,1,1
634,Minccino,Normal,,5,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,2,2,2,2,2
110,Electrode,Electric,,1,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,2,1,1,1,1
226,Snubbull,Fairy,,2,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,2,2,2,2,2
685,Golurk,Ground,Ghost,5,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,1,1,1,2,1,2,2
501,Hippowdon,Ground,,4,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,1,1,1,1,1,2,2
450,Luxio,Electric,,4,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,2,2,2,2,2
282,Marshtomp,Water,Ground,3,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,2,2,2,2,2
597,Palpitoad,Water,Ground,5,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,2,1,2,2,2
331,Aron,Steel,Rock,3,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,1,2,2,2,2
214,Murkrow,Dark,Flying,2,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,2,1,2,2,2
551,Shaymin Land Forme,Grass,,4,TRUE,648,Sawsbuck,Normal,Grass,5,FALSE,1,2,1,1,1,1,1
699,Volcarona,Bug,Fire,5,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,1,2,2,1,1,1,1
102,Gengar,Ghost,Poison,1,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,2,1,1,1,2
650,Karrablast,Bug,,5,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,2,2,2,2,2
98,Shellder,Water,,1,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,1,2,2,2,2
646,Vanilluxe,Ice,,5,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,1,1,1,2,2
93,Dodrio,Normal,Flying,1,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,1,2,2,2,1,1
549,Manaphy,Water,,4,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,1,2,1,1,1,1,1
624,Yamask,Ghost,,5,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,1,2,2,2,2
339,Manectric,Electric,,3,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,2,1,2,1,1
352,Wailord,Water,,3,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,1,2,2,1,2,2,2
603,Leavanny,Bug,Grass,5,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,1,1,1,1,2,2
495,Mega Garchomp,Dragon,Ground,4,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,1,1,1,1,1,2,2
230,Mega Scizor,Bug,Steel,2,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,1,1,1,1,2,2
662,Klang,Steel,,5,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,1,1,1,2,2
639,Solosis,Psychic,,5,FALSE,648,Sawsbuck,Normal,Grass,5,FALSE,2,2,2,1,2,2,2
800,Volcanion,Fire,Water,6,TRUE,648,Sawsbuck,Normal,Grass,5,FALSE,2,1,1,1,1,2,2
